,mean_difference,bias,std_error,bca_ci_lower,bca_ci_upper,effect_size_cohen_d,effect_size_hedges_g,wilcoxon_stat,wilcoxon_rbc,p_value,significant,channel_pair,frequency_band,channel_pair_type,bonferroni_corrected_p,fdr_corrected_p
3027,0.0025999999999999327,-2.3740000000000826e-05,0.008049360497107805,-0.014799999999999968,0.0167999999999999,0.11968890154742426,0.09575112123793941,9.0,-0.14285714285714285,0.7334,False,O2_AFz,beta,EEG_EEG,1.0,0.9428741433021808
3028,0.0013333333333333496,9.403333333333217e-06,0.012580654510424135,-0.023233333333333318,0.026500000000000013,0.03938842919705596,0.03151074335764477,10.0,0.04761904761904767,0.916,False,O2_C1,beta,EEG_EEG,1.0,0.971093176597757
3029,-0.010799999999999983,-0.00021816666666666686,0.015706437398404514,-0.04926666666666666,0.01383333333333335,-0.2558603873150646,-0.2046883098520517,9.0,0.14285714285714285,0.5442,False,O2_C2,beta,EEG_EEG,1.0,0.897763980643804
3030,-0.0021000000000000493,-3.5410000000000476e-05,0.0070239154654105195,-0.013933333333333348,0.014433333333333251,-0.1108380833943422,-0.08867046671547377,10.0,0.04761904761904767,0.7184,False,O2_C4,beta,EEG_EEG,1.0,0.9392497586952904
3031,0.013833333333333317,2.398999999999804e-05,0.011913109871617608,-0.007800000000000001,0.038333333333333296,0.4331166711740757,0.3464933369392606,7.0,-0.3333333333333333,0.2464,False,O2_C5,beta,EEG_EEG,1.0,0.6880421652421652
3032,-0.025233333333333302,-0.00014575999999999825,0.018918977956308532,-0.0634666666666666,0.010033333333333281,-0.4961651072039367,-0.39693208576314937,6.0,0.4285714285714286,0.1928,False,O2_C6,beta,EEG_EEG,1.0,0.612786704499392
3033,-0.021080000000000022,1.5819999999999723e-05,0.01441929319098545,-0.05587999999999997,0.00291999999999996,-0.5831594451517018,-0.4241159601103286,3.0,0.6000000000000001,0.127,False,O2_CP2,beta,EEG_EEG,1.0,0.5186494791666667
3034,0.005433333333333349,-6.377666666666521e-05,0.009453453665378343,-0.012466666666666619,0.023466666666666667,0.2161882050069159,0.17295056400553274,8.0,-0.23809523809523814,0.5824,False,O2_CP3,beta,EEG_EEG,1.0,0.9184090470446321
3035,-0.007099999999999949,-5.2703333333333456e-05,0.004881548459111637,-0.017299999999999868,0.0018999999999999996,-0.5418300455513392,-0.43346403644107134,5.0,0.5238095238095237,0.141,False,O2_CP4,beta,EEG_EEG,1.0,0.5364294032023289
3036,0.005733333333333367,4.934999999999922e-05,0.009729384062938742,-0.01129999999999993,0.02733333333333333,0.2193923239193758,0.17551385913550066,8.0,-0.23809523809523814,0.574,False,O2_CP6,beta,EEG_EEG,1.0,0.9159002849002849
3037,-0.0044800000000000196,1.3372000000001945e-05,0.012585224781052414,-0.028319999999999963,0.019559999999999963,-0.14216191738398445,-0.10339048537017051,7.0,0.06666666666666665,0.6442,False,O2_CPz,beta,EEG_EEG,1.0,0.9329587519830778
3038,0.008683333333333283,-0.00019452166666666416,0.017966122479825344,-0.02861666666666668,0.04526666666666659,0.18058383726166163,0.1444670698093293,5.0,-0.5238095238095237,0.7238,False,O2_Cz,beta,EEG_EEG,1.0,0.9408160424262513
3039,0.019099999999999968,1.3320000000000692e-05,0.005389955423423142,0.007300000000000001,0.028666666666666566,1.33217057678146,1.065736461425168,0.0,-1.0,0.0,True,O2_F1,beta,EEG_EEG,0.0,0.0
3040,-0.0032333333333333333,3.716666666666278e-06,0.006198658068731921,-0.01303333333333335,0.011399999999999967,-0.19562193506454706,-0.15649754805163765,7.0,0.3333333333333333,0.589,False,O2_F2,beta,EEG_EEG,1.0,0.9214583000798083
3041,0.007533333333333367,-8.651333333333303e-05,0.007790631317938476,-0.008266666666666535,0.022199999999999952,0.35900922523015394,0.2872073801841232,7.0,-0.3333333333333333,0.3512,False,O2_F4,beta,EEG_EEG,1.0,0.7776783959333522
3042,0.0016999999999999843,5.9493333333332813e-05,0.011487998437449574,-0.019933333333333317,0.025199999999999934,0.0548335746195116,0.04386685969560928,10.0,-0.04761904761904767,0.8666,False,O2_F5,beta,EEG_EEG,1.0,0.9652670893209355
3043,-0.007699999999999982,-0.0001495966666666673,0.011840541806934606,-0.033666666666666616,0.01306666666666667,-0.24233351027805075,-0.19386680822244062,9.0,0.14285714285714285,0.5166,False,O2_F6,beta,EEG_EEG,1.0,0.8890826602282702
3044,0.003033333333333334,0.00010827666666666722,0.00766205273098172,-0.007000000000000016,0.026799999999999973,0.1478723886890929,0.11829791095127432,7.0,0.3333333333333333,0.7028,False,O2_F8,beta,EEG_EEG,1.0,0.9360800406986604
3045,0.0028999999999999994,-5.191333333333381e-05,0.007569322698691928,-0.009666666666666582,0.020333333333333262,0.14291507111278098,0.1143320568902248,10.0,0.04761904761904767,0.7666,False,O2_FC2,beta,EEG_EEG,1.0,0.9503193059936907
3046,-0.01673333333333335,-4.320000000000365e-05,0.006695217794482547,-0.02813333333333338,-0.0011666666666666503,-0.9321957408119023,-0.7457565926495219,3.0,0.7142857142857142,0.0212,True,O2_FC3,beta,EEG_EEG,1.0,0.1791262931034483
3047,0.0003833333333333663,-8.243333333333292e-05,0.006651646994959603,-0.012733333333333234,0.012899999999999981,0.021377418286617857,0.017101934629294286,10.0,-0.04761904761904767,0.9588,False,O2_FC4,beta,EEG_EEG,1.0,0.9847934833813138
3048,-0.02179999999999997,-0.00015817666666665883,0.012336861622701185,-0.04883333333333325,-0.0005666666666666506,-0.6585892331623584,-0.5268713865298867,4.0,0.6190476190476191,0.058,True,O2_FC6,beta,EEG_EEG,1.0,0.3419383458646617
3049,-0.021,2.126666666671384e-06,0.022466906267999288,-0.08873333333333328,0.010996629279764447,-0.34819560568788904,-0.27855648455031123,8.0,0.23809523809523814,0.377,False,O2_FCz,beta,EEG_EEG,1.0,0.7991340534701593
3050,0.00635999999999996,-2.7524000000000125e-05,0.005837913821685258,-0.0046,0.01807999999999994,0.43408368237052064,0.3156972235421968,4.0,-0.4666666666666666,0.2798,False,O2_FFT8h,beta,EEG_EEG,1.0,0.7141639973958334
3051,-0.008133333333333334,-6.127000000000042e-05,0.009089397736336645,-0.024233333333333332,0.011166666666666616,-0.3309377177258209,-0.26475017418065677,7.0,0.3333333333333333,0.3884,False,O2_FT10,beta,EEG_EEG,1.0,0.8082389596602974
3052,-0.00843333333333335,2.9096666666665605e-05,0.010665478597668377,-0.0317,0.012033333333333318,-0.2935229952977282,-0.23481839623818257,5.0,0.5238095238095237,0.3326,False,O2_FTT7h,beta,EEG_EEG,1.0,0.7652337441314554
